,community_area,fbi_code,date,description,latitude,longitude,primary_type,year
2025,25,14,2010-07-23T13:00:00.000,TO PROPERTY,41.893747724,-87.756780991,CRIMINAL DAMAGE,2010
2026,76,04A,2010-07-25T22:14:00.000,AGGRAVATED PO:KNIFE/CUT INSTR,41.975862946,-87.83911785,ASSAULT,2010
2027,8,06,2010-07-25T23:00:00.000,$500 AND UNDER,41.891984471,-87.62416567,THEFT,2010
2028,49,18,2010-07-26T00:10:00.000,POSS: HEROIN(WHITE),41.722273042,-87.623745461,NARCOTICS,2010
2029,8,06,2010-07-25T23:00:00.000,$500 AND UNDER,41.906511566,-87.638838917,THEFT,2010
2030,23,08B,2010-07-25T23:07:00.000,DOMESTIC BATTERY SIMPLE,41.904626821,-87.710202316,BATTERY,2010
2031,25,18,2010-07-26T00:21:00.000,POSS: PCP,41.878561267,-87.748141417,NARCOTICS,2010
2032,22,06,2010-07-25T04:00:00.000,FROM BUILDING,41.931056504,-87.706170904,THEFT,2010
2033,31,24,2010-07-25T23:58:00.000,RECKLESS CONDUCT,41.856711806,-87.679033107,PUBLIC PEACE VIOLATION,2010
2034,66,05,2010-07-25T11:00:00.000,FORCIBLE ENTRY,41.779598042,-87.70315393,BURGLARY,2010
2035,28,08A,2010-07-25T23:30:00.000,SIMPLE,41.867819248,-87.68606805,ASSAULT,2010
2036,61,08B,2010-07-24T05:30:00.000,DOMESTIC BATTERY SIMPLE,41.797957616,-87.644409425,BATTERY,2010
2037,69,04B,2010-07-23T00:20:00.000,AGGRAVATED: OTHER DANG WEAPON,41.764632089,-87.628311641,BATTERY,2010
2038,23,08B,2010-07-25T03:00:00.000,SIMPLE,41.902825075,-87.707398667,BATTERY,2010
2039,67,08B,2010-07-25T19:30:00.000,SIMPLE,41.762519771,-87.674687118,BATTERY,2010
2040,24,08B,2010-07-26T01:45:00.000,DOMESTIC BATTERY SIMPLE,41.897766567,-87.696755658,BATTERY,2010
2041,2,18,2010-07-26T00:48:00.000,POSS: CANNABIS 30GMS OR LESS,41.997636862,-87.695286721,NARCOTICS,2010
2042,3,06,2010-07-26T00:07:00.000,OVER $500,41.970796815,-87.672652445,THEFT,2010
2043,69,06,2010-07-22T17:00:00.000,FROM BUILDING,41.757551346,-87.611445429,THEFT,2010
2044,44,08B,2010-07-25T11:30:00.000,SIMPLE,41.733551299,-87.604749489,BATTERY,2010
2045,71,14,2010-07-23T16:00:00.000,TO PROPERTY,41.748196342,-87.642750304,CRIMINAL DAMAGE,2010
2046,14,08A,2010-07-26T05:00:00.000,SIMPLE,41.961960181,-87.720082411,ASSAULT,2010
2047,49,07,2010-07-26T02:00:00.000,AUTOMOBILE,41.711951575,-87.617537517,MOTOR VEHICLE THEFT,2010
2048,5,06,2010-07-25T14:00:00.000,$500 AND UNDER,41.93950391,-87.684079246,THEFT,2010
2049,31,08B,2010-07-25T13:25:00.000,DOMESTIC BATTERY SIMPLE,41.855757398,-87.682034455,BATTERY,2010
2050,21,06,2010-07-25T12:00:00.000,FROM BUILDING,41.940037609,-87.722321403,THEFT,2010
2051,31,05,2010-07-25T21:30:00.000,UNLAWFUL ENTRY,41.846628184,-87.683653852,BURGLARY,2010
2052,44,08A,2010-07-17T11:40:00.000,SIMPLE,41.731070963,-87.611353652,ASSAULT,2010
2053,26,08B,2010-07-24T22:45:00.000,DOMESTIC BATTERY SIMPLE,41.87613673,-87.728805441,BATTERY,2010
2054,71,06,2010-07-25T08:00:00.000,OVER $500,41.752093772,-87.669849919,THEFT,2010
2055,8,14,2010-07-25T16:00:00.000,TO VEHICLE,41.892507343,-87.626183598,CRIMINAL DAMAGE,2010
2056,29,26,2010-07-23T17:00:00.000,TELEPHONE THREAT,41.861747148,-87.727487266,OTHER OFFENSE,2010
2057,43,06,2010-07-25T20:00:00.000,FROM BUILDING,41.756407681,-87.572429412,THEFT,2010
2058,22,06,2010-07-25T20:00:00.000,OVER $500,41.927556138,-87.702394408,THEFT,2010
2059,69,14,2010-07-26T01:30:00.000,TO VEHICLE,41.752194301,-87.610109173,CRIMINAL DAMAGE,2010
2060,23,14,2010-07-26T08:15:00.000,TO PROPERTY,41.89182673,-87.713066625,CRIMINAL DAMAGE,2010
2061,21,06,2010-07-26T10:30:00.000,FINANCIAL ID THEFT: OVER $300,41.936054092,-87.721495732,THEFT,2010
2062,28,08B,2010-07-26T02:00:00.000,SIMPLE,41.886032797,-87.650985132,BATTERY,2010
2063,29,18,2010-06-27T11:00:00.000,POSS: CRACK,41.869018839,-87.69842142,NARCOTICS,2010
2064,25,18,2010-07-26T10:45:00.000,POSS: CANNABIS 30GMS OR LESS,41.899122381,-87.753250466,NARCOTICS,2010
2065,28,08B,2010-07-26T08:45:00.000,SIMPLE,41.877494027,-87.674712257,BATTERY,2010
2066,29,26,2010-07-26T11:00:00.000,TELEPHONE THREAT,41.869902022,-87.718510527,OTHER OFFENSE,2010
2067,58,05,2010-07-25T23:00:00.000,UNLAWFUL ENTRY,41.814922175,-87.695636116,BURGLARY,2010
2068,15,06,2010-07-26T12:05:00.000,RETAIL THEFT,41.967662279,-87.776556115,THEFT,2010
2069,19,26,2010-07-21T17:30:00.000,ARSON THREAT,41.933345583,-87.747280736,PUBLIC PEACE VIOLATION,2010
2070,56,26,2010-07-22T18:20:00.000,TO AIRPORT,41.788987036,-87.74147999,CRIMINAL TRESPASS,2010
2071,69,11,2010-04-01T00:00:00.000,FRAUD OR CONFIDENCE GAME,41.762957286,-87.618415071,DECEPTIVE PRACTICE,2010
2072,67,26,2010-05-29T22:00:00.000,HARASSMENT BY TELEPHONE,41.783220355,-87.65633685,OTHER OFFENSE,2010
2073,20,08B,2010-07-25T12:00:00.000,DOMESTIC BATTERY SIMPLE,41.919303946,-87.738851688,BATTERY,2010
2074,19,06,2010-07-22T21:00:00.000,OVER $500,41.935692762,-87.777249576,THEFT,2010
2075,66,18,2010-07-26T11:55:00.000,POSS: CANNABIS 30GMS OR LESS,41.768267984,-87.687546273,NARCOTICS,2010
2076,42,08A,2010-07-22T11:00:00.000,SIMPLE,41.774369057,-87.597278237,ASSAULT,2010
2077,29,18,2010-07-15T00:45:00.000,MANU/DEL:CANNABIS OVER 10 GMS,41.85773913,-87.710297963,NARCOTICS,2010
2078,69,14,2010-07-25T23:00:00.000,TO VEHICLE,41.763381069,-87.611578019,CRIMINAL DAMAGE,2010
2079,43,26,2010-07-19T03:00:00.000,VIOLATE ORDER OF PROTECTION,41.771176968,-87.57276811,OTHER OFFENSE,2010
2080,27,16,2010-06-26T10:30:00.000,SOLICIT ON PUBLIC WAY,41.881025006,-87.701420232,PROSTITUTION,2010
2081,43,08B,2010-07-26T08:45:00.000,DOMESTIC BATTERY SIMPLE,41.75468462,-87.566292693,BATTERY,2010
2082,32,06,2010-07-26T11:45:00.000,RETAIL THEFT,41.88233367,-87.627841791,THEFT,2010
2083,3,11,2010-07-26T00:00:00.000,CREDIT CARD FRAUD,41.967794901,-87.656209954,DECEPTIVE PRACTICE,2010
2084,32,06,2010-07-25T14:00:00.000,OVER $500,41.881631616,-87.624353603,THEFT,2010
2085,44,07,2010-07-25T20:00:00.000,AUTOMOBILE,41.73199433,-87.610683857,MOTOR VEHICLE THEFT,2010
2086,64,06,2010-07-22T10:00:00.000,$500 AND UNDER,41.781169624,-87.766733039,THEFT,2010
2087,1,14,2010-07-24T10:00:00.000,TO PROPERTY,42.021675231,-87.671894136,CRIMINAL DAMAGE,2010
2088,15,14,2010-07-25T21:20:00.000,TO PROPERTY,41.945075718,-87.757851588,CRIMINAL DAMAGE,2010
2089,77,06,2010-07-25T04:30:00.000,$500 AND UNDER,41.995885748,-87.665322474,THEFT,2010
2090,39,14,2010-07-23T19:30:00.000,TO PROPERTY,41.814919506,-87.597426737,CRIMINAL DAMAGE,2010
2091,23,19,2010-07-26T16:45:00.000,GAME/DICE,41.894478926,-87.719942377,GAMBLING,2010
2092,61,24,2010-07-26T17:35:00.000,RECKLESS CONDUCT,41.806422576,-87.657614802,PUBLIC PEACE VIOLATION,2010
2093,34,18,2010-07-26T17:20:00.000,POSS: COCAINE,41.850707296,-87.634755775,NARCOTICS,2010
2094,3,08B,2010-07-26T16:45:00.000,SIMPLE,41.966053999,-87.657890403,BATTERY,2010
2095,61,07,2010-07-21T12:30:00.000,AUTOMOBILE,41.818370509,-87.644568545,MOTOR VEHICLE THEFT,2010
2096,25,26,2010-07-26T09:00:00.000,TELEPHONE THREAT,41.87926429,-87.743945195,OTHER OFFENSE,2010
2097,31,14,2010-07-26T16:15:00.000,TO VEHICLE,41.852115831,-87.679630522,CRIMINAL DAMAGE,2010
2098,3,08B,2010-07-26T16:25:00.000,SIMPLE,41.973284467,-87.656872589,BATTERY,2010
2099,65,26,2010-07-26T17:20:00.000,BOMB THREAT,41.754592961,-87.741528537,PUBLIC PEACE VIOLATION,2010
2100,74,06,2010-07-26T10:54:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.701252384,-87.708500497,THEFT,2010
2101,43,06,2010-07-26T16:42:00.000,RETAIL THEFT,41.766102387,-87.573539169,THEFT,2010
2102,25,08B,2010-07-26T14:00:00.000,DOMESTIC BATTERY SIMPLE,41.881717205,-87.753018667,BATTERY,2010
2103,30,26,2010-07-25T11:53:00.000,HARASSMENT BY TELEPHONE,41.837834394,-87.72193312,OTHER OFFENSE,2010
2104,17,08B,2010-07-23T22:50:00.000,DOMESTIC BATTERY SIMPLE,41.944323222,-87.787518238,BATTERY,2010
2105,49,18,2010-07-26T16:45:00.000,POSS: CANNABIS 30GMS OR LESS,41.724335325,-87.627521512,NARCOTICS,2010
2106,73,08B,2010-07-26T17:55:00.000,DOMESTIC BATTERY SIMPLE,41.721451981,-87.643948834,BATTERY,2010
2107,43,08B,2010-07-26T17:20:00.000,DOMESTIC BATTERY SIMPLE,41.763494907,-87.579309989,BATTERY,2010
2108,68,10,2010-07-22T15:50:00.000,COUNTERFEITING DOCUMENT,41.77999793,-87.629294594,DECEPTIVE PRACTICE,2010
2109,25,11,2010-07-26T15:30:00.000,FRAUD OR CONFIDENCE GAME,41.909664252,-87.742728815,DECEPTIVE PRACTICE,2010
2110,62,06,2010-07-26T19:09:00.000,$500 AND UNDER,41.796216157,-87.723245665,THEFT,2010
2111,75,04A,2010-07-23T20:00:00.000,AGGRAVATED: OTHER DANG WEAPON,41.687719523,-87.663577593,ASSAULT,2010
2112,6,08A,2010-07-18T18:50:00.000,SIMPLE,41.950434321,-87.649144406,ASSAULT,2010
2113,7,08B,2010-07-26T10:00:00.000,DOMESTIC BATTERY SIMPLE,41.919188156,-87.641277184,BATTERY,2010
2114,27,04A,2010-07-26T19:20:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.879214143,-87.699987616,ASSAULT,2010
2115,33,06,2010-07-22T16:25:00.000,OVER $500,41.866810739,-87.625817031,THEFT,2010
2116,12,06,2010-04-02T15:30:00.000,$500 AND UNDER,42.00980504,-87.786852092,THEFT,2010
2117,67,06,2010-07-26T18:19:00.000,RETAIL THEFT,41.765997125,-87.66382344,THEFT,2010
2118,32,26,2010-07-22T10:00:00.000,INTIMIDATION,41.883210775,-87.629906972,INTIMIDATION,2010
2119,1,14,2010-07-26T17:46:00.000,TO PROPERTY,42.002589628,-87.673357469,CRIMINAL DAMAGE,2010
2120,67,15,2010-07-26T19:25:00.000,UNLAWFUL POSS OF HANDGUN,41.792726759,-87.676699234,WEAPONS VIOLATION,2010
2121,28,22,2010-07-26T19:16:00.000,ILLEGAL POSSESSION BY MINOR,41.866129296,-87.657570178,LIQUOR LAW VIOLATION,2010
2122,72,26,2010-07-26T12:44:00.000,TELEPHONE THREAT,41.708605552,-87.667169656,OTHER OFFENSE,2010
2123,43,05,2010-07-26T13:20:00.000,FORCIBLE ENTRY,41.758338093,-87.562723332,BURGLARY,2010
2124,52,05,2010-07-26T13:00:00.000,FORCIBLE ENTRY,41.722096612,-87.53891799,BURGLARY,2010
2125,51,06,2010-07-25T17:30:00.000,$500 AND UNDER,41.720883946,-87.555815691,THEFT,2010
2126,23,06,2010-07-17T23:00:00.000,$500 AND UNDER,41.90361026,-87.716589294,THEFT,2010
2127,68,18,2010-07-26T20:00:00.000,POSS: CANNABIS 30GMS OR LESS,41.774069965,-87.644639452,NARCOTICS,2010
2128,19,14,2010-07-26T19:25:00.000,TO PROPERTY,41.922705617,-87.75856341,CRIMINAL DAMAGE,2010
2129,71,18,2010-07-26T19:46:00.000,POSS: CANNABIS MORE THAN 30GMS,41.748057902,-87.657311059,NARCOTICS,2010
2130,69,06,2010-07-26T17:30:00.000,POCKET-PICKING,41.765253769,-87.615255549,THEFT,2010
2131,19,06,2010-07-19T10:00:00.000,$500 AND UNDER,41.922445401,-87.779319465,THEFT,2010
2132,32,18,2010-07-26T20:25:00.000,POSS: CANNABIS 30GMS OR LESS,41.867428687,-87.626342565,NARCOTICS,2010
2133,25,03,2010-07-26T19:50:00.000,STRONGARM - NO WEAPON,41.890851335,-87.755448134,ROBBERY,2010
2134,15,24,2010-07-26T19:45:00.000,RECKLESS CONDUCT,41.952339733,-87.763366785,PUBLIC PEACE VIOLATION,2010
2135,67,06,2010-07-26T20:00:00.000,RETAIL THEFT,41.765997125,-87.66382344,THEFT,2010
2136,8,08A,2010-07-26T17:00:00.000,SIMPLE,41.907153315,-87.639680572,ASSAULT,2010
2137,25,11,2010-06-15T09:00:00.000,ILLEGAL USE CASH CARD,41.911677665,-87.764298131,DECEPTIVE PRACTICE,2010
2138,8,04B,2010-07-21T20:35:00.000,AGGRAVATED: OTHER DANG WEAPON,41.90707646,-87.63967773,BATTERY,2010
2139,68,05,2010-07-26T14:30:00.000,FORCIBLE ENTRY,41.769340955,-87.637255866,BURGLARY,2010
2140,6,18,2010-07-26T20:15:00.000,POSS: CANNABIS 30GMS OR LESS,41.943570913,-87.652353187,NARCOTICS,2010
2141,66,14,2010-07-26T19:50:00.000,TO VEHICLE,41.776523355,-87.696984524,CRIMINAL DAMAGE,2010
2142,43,08A,2010-07-26T19:39:00.000,SIMPLE,41.762040373,-87.578047814,ASSAULT,2010
2143,3,18,2010-07-26T19:29:00.000,POSS: CANNABIS 30GMS OR LESS,41.965455171,-87.653142384,NARCOTICS,2010
2144,16,18,2010-07-26T19:45:00.000,MANU/DEL:CANNABIS OVER 10 GMS,41.947054626,-87.717707271,NARCOTICS,2010
2145,35,08B,2010-07-26T17:50:00.000,SIMPLE,41.843879386,-87.620432585,BATTERY,2010
2146,55,08A,2010-07-26T20:00:00.000,SIMPLE,41.652757444,-87.547154715,ASSAULT,2010
2147,61,15,2010-07-26T20:35:00.000,UNLAWFUL POSS OTHER FIREARM,41.8070667,-87.644088098,WEAPONS VIOLATION,2010
2148,45,05,2010-07-25T20:00:00.000,UNLAWFUL ENTRY,41.750856524,-87.591822636,BURGLARY,2010
2149,16,08B,2010-07-26T19:23:00.000,DOMESTIC BATTERY SIMPLE,41.955652698,-87.714727504,BATTERY,2010
2150,58,14,2010-07-26T21:45:00.000,TO VEHICLE,41.822562231,-87.694646782,CRIMINAL DAMAGE,2010
2151,26,26,2010-07-26T19:30:00.000,SOLICIT NARCOTICS ON PUBLICWAY,41.872193625,-87.727836568,NARCOTICS,2010
2152,8,18,2010-07-26T21:40:00.000,POSS: CANNABIS 30GMS OR LESS,41.903726336,-87.64250581,NARCOTICS,2010
2153,22,11,2010-07-16T10:00:00.000,BOGUS CHECK,41.915294503,-87.667805885,DECEPTIVE PRACTICE,2010
2154,35,08B,2010-07-26T18:20:00.000,DOMESTIC BATTERY SIMPLE,41.82519059,-87.617286535,BATTERY,2010
2155,4,05,2010-07-26T18:55:00.000,FORCIBLE ENTRY,41.983100644,-87.703196145,BURGLARY,2010
2156,49,05,2010-07-26T20:30:00.000,ATTEMPT FORCIBLE ENTRY,41.723242028,-87.615390166,BURGLARY,2010
2157,24,05,2010-07-26T23:15:00.000,ATTEMPT FORCIBLE ENTRY,41.892834315,-87.655837994,BURGLARY,2010
2158,24,14,2010-07-26T22:00:00.000,TO PROPERTY,41.890954095,-87.668918026,CRIMINAL DAMAGE,2010
2159,70,24,2010-07-26T21:57:00.000,RECKLESS CONDUCT,41.749315325,-87.684049644,PUBLIC PEACE VIOLATION,2010
2160,66,18,2010-07-26T20:51:00.000,POSS: CANNABIS 30GMS OR LESS,41.784261092,-87.684995176,NARCOTICS,2010
2161,71,04B,2010-07-26T21:00:00.000,AGGRAVATED: HANDGUN,41.746832751,-87.65524615,BATTERY,2010
2162,68,18,2010-07-27T00:03:00.000,POSS: CANNABIS 30GMS OR LESS,41.764564837,-87.637083898,NARCOTICS,2010
2163,38,07,2010-07-26T09:10:00.000,AUTOMOBILE,41.804847176,-87.624346184,MOTOR VEHICLE THEFT,2010
2164,40,15,2010-07-26T18:18:00.000,UNLAWFUL POSS OF HANDGUN,41.792206818,-87.615915568,WEAPONS VIOLATION,2010
2165,55,26,2010-07-26T22:45:00.000,VEHICLE TITLE/REG OFFENSE,41.655046032,-87.544722746,OTHER OFFENSE,2010
2166,31,14,2010-07-26T23:55:00.000,TO VEHICLE,41.857892968,-87.660233811,CRIMINAL DAMAGE,2010
2167,25,18,2010-07-27T00:50:00.000,POSS: CRACK,41.881361269,-87.757542328,NARCOTICS,2010
2168,23,06,2010-07-26T15:37:00.000,$500 AND UNDER,41.899690118,-87.718893392,THEFT,2010
2169,71,03,2010-07-21T01:15:00.000,ARMED: HANDGUN,41.748240597,-87.652464588,ROBBERY,2010
2170,8,06,2010-07-26T23:33:00.000,RETAIL THEFT,41.891791478,-87.620917415,THEFT,2010
2171,4,26,2010-07-26T22:23:00.000,TELEPHONE THREAT,41.961323371,-87.688012517,OTHER OFFENSE,2010
2172,66,26,2010-07-26T20:00:00.000,HARASSMENT BY TELEPHONE,41.778273886,-87.701898362,OTHER OFFENSE,2010
2173,67,15,2010-07-27T01:08:00.000,UNLAWFUL POSS OF HANDGUN,41.768434033,-87.674260053,WEAPONS VIOLATION,2010
2174,30,04B,2010-07-27T00:35:00.000,AGGRAVATED: HANDGUN,41.834261883,-87.723064294,BATTERY,2010
2175,8,06,2010-07-26T23:00:00.000,OVER $500,41.891023035,-87.619141016,THEFT,2010
2176,57,06,2010-07-26T14:15:00.000,OVER $500,41.801875741,-87.723408371,THEFT,2010
2177,46,05,2010-07-26T21:30:00.000,FORCIBLE ENTRY,41.743626969,-87.56124667,BURGLARY,2010
2178,42,08B,2010-07-26T23:12:00.000,SIMPLE,41.774945985,-87.586321063,BATTERY,2010
2179,1,09,2010-07-27T04:15:00.000,BY FIRE,42.005313017,-87.674514052,ARSON,2010
2180,66,08A,2010-07-23T11:40:00.000,SIMPLE,41.778953987,-87.704311459,ASSAULT,2010
2181,3,03,2010-07-26T14:20:00.000,STRONGARM - NO WEAPON,41.974566088,-87.669579542,ROBBERY,2010
2182,59,14,2010-07-26T21:55:00.000,TO VEHICLE,41.829594631,-87.674040349,CRIMINAL DAMAGE,2010
2183,61,08B,2010-07-26T16:30:00.000,SIMPLE,41.800675117,-87.663546938,BATTERY,2010
2184,8,06,2010-07-18T02:00:00.000,$500 AND UNDER,41.892569818,-87.62208039,THEFT,2010
2185,66,08A,2010-07-26T20:13:00.000,SIMPLE,41.781954133,-87.683713146,ASSAULT,2010
2186,7,06,2010-07-26T12:00:00.000,FROM BUILDING,41.92464673,-87.647274006,THEFT,2010
2187,25,26,2010-06-29T02:23:14.000,VEHICLE TITLE/REG OFFENSE,41.872041744,-87.747763963,OTHER OFFENSE,2010
2188,29,14,2010-07-26T13:30:00.000,TO VEHICLE,41.854498094,-87.723580391,CRIMINAL DAMAGE,2010
2189,1,05,2010-07-25T14:23:23.000,UNLAWFUL ENTRY,42.006717729,-87.664495367,BURGLARY,2010
2190,28,08B,2010-07-26T08:20:00.000,SIMPLE,41.877494027,-87.674712257,BATTERY,2010
2191,25,18,2010-06-25T10:59:13.000,POSS: CANNABIS 30GMS OR LESS,41.875876362,-87.74525413,NARCOTICS,2010
2192,39,06,2010-07-26T22:00:00.000,FROM BUILDING,41.804115983,-87.586477467,THEFT,2010
2193,29,06,2010-07-03T10:00:00.000,FROM BUILDING,41.854330878,-87.730372628,THEFT,2010
2194,28,26,2010-07-26T16:00:00.000,TO LAND,41.868541914,-87.639235361,CRIMINAL TRESPASS,2010
2195,76,11,2010-07-22T10:00:00.000,"THEFT BY LESSEE,MOTOR VEH",41.983030629,-87.882404127,DECEPTIVE PRACTICE,2010
2196,69,08B,2010-07-27T02:30:00.000,SIMPLE,41.770608792,-87.620247348,BATTERY,2010
2197,75,20,2010-07-21T19:30:00.000,CHILD ABDUCTION,41.691413679,-87.668826246,OFFENSE INVOLVING CHILDREN,2010
2198,68,05,2010-07-20T09:00:00.000,FORCIBLE ENTRY,41.773507868,-87.650698034,BURGLARY,2010
2199,4,18,2010-07-27T12:00:00.000,POSSESSION OF DRUG EQUIPMENT,41.977158603,-87.689198695,NARCOTICS,2010
2200,11,08A,2010-08-05T10:40:00.000,SIMPLE,36.619446395,-91.686565684,ASSAULT,2010
2201,18,26,2010-08-08T17:30:00.000,TELEPHONE THREAT,41.923633533,-87.790788621,OTHER OFFENSE,2010
2202,56,14,2010-08-12T16:00:00.000,TO PROPERTY,36.619446395,-91.686565684,CRIMINAL DAMAGE,2010
2203,19,06,2010-08-24T17:30:00.000,$500 AND UNDER,41.923428294,-87.789750452,THEFT,2010
2204,56,05,2010-08-26T16:30:00.000,FORCIBLE ENTRY,36.619446395,-91.686565684,BURGLARY,2010
2205,24,08B,2010-09-04T13:30:00.000,DOMESTIC BATTERY SIMPLE,36.619446395,-91.686565684,BATTERY,2010
2206,25,04B,2010-08-14T22:30:00.000,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.913361047,-87.76564256,BATTERY,2010
2207,22,18,2010-09-23T10:17:00.000,POSS: AMPHETAMINES,36.619446395,-91.686565684,NARCOTICS,2010
2208,24,04B,2010-09-28T00:12:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,36.619446395,-91.686565684,BATTERY,2010
2209,67,08B,2010-09-29T18:00:00.000,SIMPLE,41.762580818,-87.66860929,BATTERY,2010
2210,63,06,2010-10-05T16:30:00.000,$500 AND UNDER,36.619446395,-91.686565684,THEFT,2010
2211,25,05,2010-10-11T09:00:00.000,UNLAWFUL ENTRY,41.876889688,-87.741650037,BURGLARY,2010
2212,16,14,2010-10-08T21:30:00.000,TO PROPERTY,41.95837913,-87.715502632,CRIMINAL DAMAGE,2010
2213,16,03,2010-10-12T17:45:00.000,ARMED:KNIFE/CUTTING INSTRUMENT,41.952916587,-87.711654865,ROBBERY,2010
2214,69,18,2010-10-12T21:10:00.000,POSS: CANNABIS 30GMS OR LESS,41.770306093,-87.614828957,NARCOTICS,2010
2215,76,08B,2010-10-06T18:30:00.000,SIMPLE,41.975381667,-87.906590333,BATTERY,2010
2216,16,26,2010-10-13T08:53:00.000,BOMB THREAT,41.946542477,-87.736084376,PUBLIC PEACE VIOLATION,2010
2217,13,04A,2010-10-13T12:40:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.975674155,-87.715184717,ASSAULT,2010
2218,18,06,2010-10-01T10:00:00.000,$500 AND UNDER,41.92598468,-87.795314342,THEFT,2010
2219,20,06,2010-10-01T14:20:00.000,$500 AND UNDER,41.921331395,-87.726681433,THEFT,2010
2220,69,14,2010-10-13T15:00:00.000,TO PROPERTY,41.759485715,-87.612699239,CRIMINAL DAMAGE,2010
2221,19,06,2010-10-13T18:06:00.000,RETAIL THEFT,41.918711651,-87.76551063,THEFT,2010
2222,38,20,2010-10-09T11:00:00.000,CHILD ABUSE,41.817597349,-87.623057324,OFFENSE INVOLVING CHILDREN,2010
2223,19,08A,2010-10-13T11:30:00.000,SIMPLE,41.918711651,-87.76551063,ASSAULT,2010
2224,25,14,2010-10-13T19:15:00.000,TO CITY OF CHICAGO PROPERTY,41.89955916,-87.749547589,CRIMINAL DAMAGE,2010
2225,69,05,2010-10-13T14:45:00.000,ATTEMPT FORCIBLE ENTRY,41.754026127,-87.618221,BURGLARY,2010
2226,2,08B,2010-10-13T19:30:00.000,DOMESTIC BATTERY SIMPLE,41.998633198,-87.687470142,BATTERY,2010
2227,29,06,2010-09-25T14:00:00.000,FROM BUILDING,41.86527739,-87.721488163,THEFT,2010
2228,74,06,2010-09-25T12:00:00.000,$500 AND UNDER,41.685053147,-87.700581131,THEFT,2010
2229,21,08B,2010-10-13T22:30:00.000,DOMESTIC BATTERY SIMPLE,41.940456571,-87.699874463,BATTERY,2010
2230,26,08B,2010-10-11T01:00:00.000,DOMESTIC BATTERY SIMPLE,41.877526752,-87.7353688,BATTERY,2010
2231,26,20,2010-10-12T15:30:00.000,CHILD ABUSE,41.870923599,-87.726383597,OFFENSE INVOLVING CHILDREN,2010
2232,42,14,2010-10-13T16:00:00.000,TO PROPERTY,41.781499104,-87.605955856,CRIMINAL DAMAGE,2010
2233,27,08B,2010-10-14T09:40:00.000,DOMESTIC BATTERY SIMPLE,41.886400586,-87.707360706,BATTERY,2010
2234,24,11,2010-05-20T12:13:00.000,BOGUS CHECK,41.891167346,-87.64915289,DECEPTIVE PRACTICE,2010
2235,61,26,2010-10-13T08:45:00.000,VIOLATE ORDER OF PROTECTION,41.809933784,-87.668651835,OTHER OFFENSE,2010
2236,19,08B,2010-10-14T09:35:00.000,DOMESTIC BATTERY SIMPLE,41.917694208,-87.748691576,BATTERY,2010
2237,46,26,2010-10-14T12:45:00.000,TO RESIDENCE,41.750164496,-87.547572429,CRIMINAL TRESPASS,2010
2238,56,07,2010-10-13T23:00:00.000,AUTOMOBILE,41.814355005,-87.740905345,MOTOR VEHICLE THEFT,2010
2239,4,08B,2010-10-14T18:00:00.000,DOMESTIC BATTERY SIMPLE,41.977671062,-87.694967509,BATTERY,2010
2240,48,05,2010-10-14T03:00:00.000,ATTEMPT FORCIBLE ENTRY,41.734141112,-87.565932652,BURGLARY,2010
2241,44,05,2010-10-08T12:00:00.000,FORCIBLE ENTRY,41.743317755,-87.603799968,BURGLARY,2010
2242,29,08B,2010-10-14T18:10:00.000,SIMPLE,41.856982044,-87.694374168,BATTERY,2010
2243,15,07,2010-10-13T23:00:00.000,AUTOMOBILE,41.940579122,-87.752635963,MOTOR VEHICLE THEFT,2010
2244,32,06,2010-10-14T18:20:00.000,RETAIL THEFT,41.882539542,-87.627850543,THEFT,2010
2245,31,06,2010-09-18T12:00:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.858725717,-87.664674169,THEFT,2010
2246,45,14,2010-10-14T19:48:00.000,TO PROPERTY,41.745217693,-87.59534304,CRIMINAL DAMAGE,2010
2247,29,26,2010-10-15T01:19:00.000,TELEPHONE THREAT,41.854327085,-87.730695678,OTHER OFFENSE,2010
2248,30,07,2010-10-14T03:00:00.000,AUTOMOBILE,41.834742511,-87.716968357,MOTOR VEHICLE THEFT,2010
2249,29,06,2010-10-15T00:00:00.000,OVER $500,41.855788527,-87.721119775,THEFT,2010
2250,43,06,2010-10-06T20:00:00.000,FROM BUILDING,41.769034967,-87.581301596,THEFT,2010
2251,68,18,2010-10-15T10:25:00.000,POSS: CANNABIS 30GMS OR LESS,41.762996467,-87.640033176,NARCOTICS,2010
2252,67,05,2010-10-15T02:30:00.000,FORCIBLE ENTRY,41.774785653,-87.67257829,BURGLARY,2010
2253,1,26,2010-10-15T13:36:00.000,TO LAND,42.021148015,-87.669934375,CRIMINAL TRESPASS,2010
2254,22,06,2010-10-13T22:00:00.000,$500 AND UNDER,41.921363487,-87.679530478,THEFT,2010
2255,68,20,2010-10-15T13:50:00.000,CHILD ABDUCTION/STRANGER,41.768930644,-87.63883657,KIDNAPPING,2010
2256,51,08B,2010-10-15T14:45:00.000,SIMPLE,36.619446395,-91.686565684,BATTERY,2010
