,community_area,fbi_code,date,description,latitude,longitude,primary_type,year
2821,,03,2002-01-03T12:45:08.000,ARMED: HANDGUN,41.77335141,-87.584612886,ROBBERY,2002
2822,,26,2002-01-01T18:16:00.000,TO LAND,41.806911162,-87.624393117,CRIMINAL TRESPASS,2002
2823,,08B,2002-01-01T18:20:00.000,SIMPLE,41.905789802,-87.667559295,BATTERY,2002
2824,,14,2002-01-03T21:30:00.000,TO PROPERTY,41.962423434,-87.708282737,CRIMINAL DAMAGE,2002
2825,,26,2002-01-03T17:42:52.000,TO LAND,41.733442201,-87.643542193,CRIMINAL TRESPASS,2002
2826,,08B,2002-01-02T19:00:00.000,SIMPLE,41.940080074,-87.717428862,BATTERY,2002
2827,,06,2002-01-02T09:24:25.000,$500 AND UNDER,41.801609105,-87.617736187,THEFT,2002
2828,,07,2002-01-04T16:00:00.000,AUTOMOBILE,41.736237984,-87.628508688,MOTOR VEHICLE THEFT,2002
2829,,14,2002-01-03T23:45:00.000,TO PROPERTY,41.678552053,-87.62267752,CRIMINAL DAMAGE,2002
2830,,03,2002-01-03T10:25:00.000,ARMED: HANDGUN,41.817604432,-87.598015977,ROBBERY,2002
2831,,08B,2002-01-03T12:00:00.000,SIMPLE,41.929289546,-87.707739025,BATTERY,2002
2832,,26,2002-01-04T17:17:34.000,VIOLATE ORDER OF PROTECTION,41.772425432,-87.713422802,OTHER OFFENSE,2002
2833,,08B,2002-01-04T08:15:00.000,SIMPLE,42.014911776,-87.67110682,BATTERY,2002
2834,,26,2002-01-04T18:21:20.000,TO LAND,41.901984872,-87.662599402,CRIMINAL TRESPASS,2002
2835,,08B,2002-01-03T18:30:00.000,SIMPLE,41.813075711,-87.745087951,BATTERY,2002
2836,,06,2002-01-02T12:00:00.000,$500 AND UNDER,41.78279012,-87.65458144,THEFT,2002
2837,,14,2002-01-01T00:05:00.000,TO PROPERTY,41.768905158,-87.582853718,CRIMINAL DAMAGE,2002
2838,,08B,2002-01-03T15:00:00.000,SIMPLE,41.846262804,-87.656498402,BATTERY,2002
2839,,03,2002-01-03T20:15:00.000,ARMED: OTHER DANGEROUS WEAPON,41.793883294,-87.677387858,ROBBERY,2002
2840,,14,2002-01-03T21:30:00.000,TO PROPERTY,41.882256634,-87.763744015,CRIMINAL DAMAGE,2002
2841,,08B,2002-01-03T07:17:56.000,SIMPLE,41.712588878,-87.601946362,BATTERY,2002
2842,,06,2002-01-01T08:00:00.000,$500 AND UNDER,41.777030311,-87.634969336,THEFT,2002
2843,,26,2002-01-03T10:30:00.000,HARASSMENT BY TELEPHONE,41.754238482,-87.578487456,OTHER OFFENSE,2002
2844,,07,2002-01-02T12:48:00.000,THEFT/RECOVERY: AUTOMOBILE,41.803667166,-87.676994658,MOTOR VEHICLE THEFT,2002
2845,,04A,2002-01-02T22:00:00.000,AGGRAVATED: HANDGUN,41.760719,-87.67220948,ASSAULT,2002
2846,,06,2002-01-02T09:56:05.000,OVER $500,41.922873949,-87.63996229,THEFT,2002
2847,,05,2002-01-03T10:00:00.000,UNLAWFUL ENTRY,41.952312344,-87.680416414,BURGLARY,2002
2848,,06,2002-01-02T17:15:00.000,$500 AND UNDER,41.691410068,-87.621034866,THEFT,2002
2849,,26,2002-01-05T00:00:00.000,HARASSMENT BY TELEPHONE,41.691044093,-87.682409877,OTHER OFFENSE,2002
2850,,15,2002-01-01T13:20:00.000,UNLAWFUL USE OTHER DANG WEAPON,41.779975054,-87.630937377,WEAPONS VIOLATION,2002
2851,,08B,2002-01-01T09:36:57.000,SIMPLE,41.818330991,-87.624094755,BATTERY,2002
2852,,04B,2002-01-03T10:20:00.000,AGGRAVATED: OTHER DANG WEAPON,41.994940235,-87.688574301,BATTERY,2002
2853,,26,2002-01-01T14:30:00.000,VIOLATE ORDER OF PROTECTION,41.806955088,-87.651597503,OTHER OFFENSE,2002
2854,,08B,2002-01-02T11:30:00.000,AGG: HANDS/FIST/FEET NO/MINOR INJURY,41.895174783,-87.772304783,BATTERY,2002
2856,,08B,2002-01-04T05:57:36.000,SIMPLE,41.863955517,-87.704374757,BATTERY,2002
2857,,26,2002-01-03T16:53:04.000,TO STATE SUP LAND,41.862025293,-87.666258728,CRIMINAL TRESPASS,2002
2858,,04B,2002-01-02T20:34:09.000,AGGRAVATED: OTHER DANG WEAPON,41.782607522,-87.667933171,BATTERY,2002
2859,,08A,2002-01-03T14:50:57.000,SIMPLE,41.793109039,-87.670629914,ASSAULT,2002
2860,,07,2002-01-03T12:30:00.000,AUTOMOBILE,41.759460781,-87.607865121,MOTOR VEHICLE THEFT,2002
2861,,08A,2002-01-04T00:15:00.000,SIMPLE,41.967870952,-87.760404321,ASSAULT,2002
2862,,14,2002-01-03T20:00:00.000,TO VEHICLE,41.746128349,-87.642039577,CRIMINAL DAMAGE,2002
2863,,14,2002-01-02T08:25:00.000,TO VEHICLE,41.785756455,-87.61263979,CRIMINAL DAMAGE,2002
2864,,06,2002-01-03T10:40:00.000,$500 AND UNDER,41.893469034,-87.632648229,THEFT,2002
2865,,14,2002-01-02T00:21:50.000,TO PROPERTY,41.816602205,-87.618798236,CRIMINAL DAMAGE,2002
2866,,08B,2002-01-02T23:30:00.000,SIMPLE,41.879279766,-87.762767982,BATTERY,2002
2867,,14,2002-01-04T18:00:00.000,TO PROPERTY,41.915187219,-87.739308742,CRIMINAL DAMAGE,2002
2868,,06,2002-01-01T11:00:00.000,OVER $500,41.899153198,-87.627410584,THEFT,2002
2869,,14,2002-01-03T00:01:00.000,TO VEHICLE,41.979562733,-87.808942224,CRIMINAL DAMAGE,2002
2870,,08B,2002-01-03T03:00:00.000,SIMPLE,41.904493689,-87.643246928,BATTERY,2002
2871,,26,2002-01-03T17:25:00.000,HARASSMENT BY TELEPHONE,41.648588776,-87.539964437,OTHER OFFENSE,2002
2872,,15,2002-01-01T01:00:47.000,UNLAWFUL POSS OF HANDGUN,41.858349209,-87.727383518,WEAPONS VIOLATION,2002
2873,,08A,2002-01-01T21:30:00.000,SIMPLE,41.922806691,-87.714137268,ASSAULT,2002
2874,,08B,2002-01-01T21:30:00.000,SIMPLE,41.727837406,-87.639744589,BATTERY,2002
2875,,07,2002-01-02T23:00:00.000,AUTOMOBILE,41.934456857,-87.69279658,MOTOR VEHICLE THEFT,2002
2876,,08B,2002-01-01T23:15:37.000,SIMPLE,41.813080456,-87.621313452,BATTERY,2002
2877,,14,2002-01-02T15:00:00.000,TO PROPERTY,41.77590376,-87.596094859,CRIMINAL DAMAGE,2002
2878,,08A,2002-01-03T18:45:26.000,SIMPLE,41.764151886,-87.683229302,ASSAULT,2002
2879,,26,2002-01-04T14:00:00.000,HARASSMENT BY TELEPHONE,41.738587611,-87.566040932,OTHER OFFENSE,2002
2880,,03,2002-01-01T23:30:00.000,ARMED: HANDGUN,41.898988968,-87.669822826,ROBBERY,2002
2881,,07,2002-01-03T19:00:00.000,AUTOMOBILE,41.996910529,-87.661765395,MOTOR VEHICLE THEFT,2002
2882,,06,2002-01-03T19:40:00.000,OVER $500,41.923661504,-87.786849216,THEFT,2002
2883,,08B,2002-01-03T16:55:00.000,AGG PO HANDS NO/MIN INJURY,41.718112618,-87.654167252,BATTERY,2002
2884,,26,2002-01-04T09:03:00.000,TELEPHONE THREAT,41.895822485,-87.61910591,OTHER OFFENSE,2002
2885,,14,2002-01-04T00:46:05.000,TO PROPERTY,41.903259624,-87.67278714,CRIMINAL DAMAGE,2002
2886,,05,2002-01-01T12:28:05.000,FORCIBLE ENTRY,41.905684874,-87.643278183,BURGLARY,2002
2887,,15,2002-01-01T03:42:14.000,UNLAWFUL USE OTHER FIREARM,41.903700111,-87.644078325,WEAPONS VIOLATION,2002
2888,,03,2002-01-03T18:00:00.000,ARMED: HANDGUN,41.77279778,-87.683468276,ROBBERY,2002
2889,,05,2002-01-01T14:40:19.000,FORCIBLE ENTRY,41.803011885,-87.622671948,BURGLARY,2002
2890,,06,2002-01-01T14:00:00.000,OVER $500,41.891990384,-87.611461502,THEFT,2002
2891,,03,2002-01-03T20:29:13.000,ATTEMPT: ARMED-HANDGUN,41.884163773,-87.686516386,ROBBERY,2002
2892,,06,2002-01-01T02:00:00.000,$500 AND UNDER,41.793661611,-87.665112493,THEFT,2002
2893,,08B,2002-01-03T00:05:32.000,SIMPLE,41.967380525,-87.690091462,BATTERY,2002
2894,,14,2002-01-02T07:00:00.000,TO VEHICLE,41.807839907,-87.653645847,CRIMINAL DAMAGE,2002
2895,,08A,2002-01-03T01:10:00.000,SIMPLE,41.736520302,-87.613403026,ASSAULT,2002
2896,,08B,2002-01-03T15:11:31.000,SIMPLE,41.861984469,-87.706761906,BATTERY,2002
2897,,07,2002-01-02T18:39:40.000,THEFT/RECOVERY: AUTOMOBILE,41.900489748,-87.638224621,MOTOR VEHICLE THEFT,2002
2898,,14,2002-01-01T01:00:00.000,TO VEHICLE,41.928822325,-87.687781609,CRIMINAL DAMAGE,2002
2899,,06,2002-01-05T01:30:00.000,$500 AND UNDER,41.788718907,-87.735278102,THEFT,2002
2900,,14,2002-01-03T22:25:00.000,TO PROPERTY,41.725800267,-87.598114943,CRIMINAL DAMAGE,2002
2901,,14,2002-01-03T01:28:00.000,TO VEHICLE,41.774879892,-87.666564949,CRIMINAL DAMAGE,2002
2902,,08A,2002-01-03T18:14:00.000,SIMPLE,41.83805499,-87.645458414,ASSAULT,2002
2903,,09,2002-01-04T02:46:11.000,AGGRAVATED,41.914481932,-87.711825924,ARSON,2002
2904,,08B,2002-01-03T06:20:00.000,SIMPLE,41.8784291,-87.758376491,BATTERY,2002
2905,,05,2002-01-03T17:38:12.000,FORCIBLE ENTRY,41.922853156,-87.757338462,BURGLARY,2002
2906,,06,2002-01-03T09:00:00.000,OVER $500,41.889561428,-87.620196651,THEFT,2002
2907,,07,2002-01-03T18:00:00.000,AUTOMOBILE,41.811571424,-87.672336092,MOTOR VEHICLE THEFT,2002
2908,,26,2002-01-03T21:30:00.000,OTHER CRIME INVOLVING PROPERTY,41.911790824,-87.772798563,OTHER OFFENSE,2002
2909,,14,2002-01-02T14:30:00.000,TO VEHICLE,41.903141995,-87.63077557,CRIMINAL DAMAGE,2002
2910,,08B,2002-01-01T22:30:00.000,SIMPLE,41.772662768,-87.585060809,BATTERY,2002
2911,,14,2002-01-03T20:37:00.000,TO VEHICLE,41.763780298,-87.712805923,CRIMINAL DAMAGE,2002
2912,,14,2002-01-01T00:00:00.000,TO PROPERTY,41.740239552,-87.568490871,CRIMINAL DAMAGE,2002
2913,,08B,2002-01-04T19:30:00.000,SIMPLE,41.774436787,-87.599715386,BATTERY,2002
2914,,04A,2002-01-02T04:00:00.000,AGGRAVATED: OTHER DANG WEAPON,41.768857737,-87.571479508,ASSAULT,2002
2915,,06,2002-01-03T08:00:00.000,$500 AND UNDER,42.003535028,-87.680319747,THEFT,2002
2916,,26,2002-01-03T02:45:00.000,TO LAND,41.916680861,-87.649677742,CRIMINAL TRESPASS,2002
2917,,08B,2002-01-04T20:30:00.000,SIMPLE,41.771223763,-87.571546824,BATTERY,2002
2918,,14,2002-01-03T13:10:00.000,TO PROPERTY,41.948068465,-87.643126381,CRIMINAL DAMAGE,2002
2919,,06,2002-01-04T08:20:00.000,FINANCIAL ID THEFT:$300 &UNDER,41.914538437,-87.644762667,THEFT,2002
2920,,08B,2002-01-02T19:46:00.000,SIMPLE,41.885888079,-87.627942238,BATTERY,2002
2921,,11,2002-01-02T13:10:00.000,UNLAWFUL USE OF RECORDED SOUND,41.77758046,-87.644730213,DECEPTIVE PRACTICE,2002
2922,,07,2002-01-03T17:00:00.000,AUTOMOBILE,41.890706333,-87.724723603,MOTOR VEHICLE THEFT,2002
2923,,08A,2002-01-01T02:15:00.000,SIMPLE,41.773349717,-87.584774209,ASSAULT,2002
2924,,22,2002-01-01T01:40:00.000,LIQUOR LICENSE VIOLATION,41.871851214,-87.686185254,LIQUOR LAW VIOLATION,2002
2925,,26,2002-01-03T17:00:00.000,HARASSMENT BY TELEPHONE,41.886862746,-87.736963745,OTHER OFFENSE,2002
2926,,06,2002-01-04T21:00:00.000,$500 AND UNDER,41.911067389,-87.653117601,THEFT,2002
2927,,14,2002-01-03T18:00:00.000,TO PROPERTY,41.917777093,-87.750961509,CRIMINAL DAMAGE,2002
2928,,06,2002-01-03T12:40:00.000,$500 AND UNDER,41.891465732,-87.624153044,THEFT,2002
2929,,14,2002-01-03T22:00:00.000,TO PROPERTY,41.89650505,-87.657521849,CRIMINAL DAMAGE,2002
2930,,06,2002-01-01T14:45:00.000,$500 AND UNDER,41.887216061,-87.765521526,THEFT,2002
2931,,10,2002-01-03T16:36:00.000,FORGERY,41.830641983,-87.654094502,DECEPTIVE PRACTICE,2002
2932,,08B,2002-01-01T07:15:15.000,SIMPLE,41.80307065,-87.617991333,BATTERY,2002
2933,,08B,2002-01-02T21:30:00.000,SIMPLE,41.775442177,-87.695019175,BATTERY,2002
2934,,26,2002-01-01T15:12:00.000,TO LAND,41.771026291,-87.589574167,CRIMINAL TRESPASS,2002
2935,,08B,2002-01-01T01:00:00.000,SIMPLE,41.915881734,-87.711871129,BATTERY,2002
2936,,06,2002-01-02T06:30:00.000,OVER $500,41.809541649,-87.605756081,THEFT,2002
2937,,08B,2002-01-01T18:10:00.000,SIMPLE,41.917368273,-87.709692585,BATTERY,2002
2938,,14,2002-01-03T18:00:00.000,TO PROPERTY,41.943805273,-87.68574483,CRIMINAL DAMAGE,2002
2939,,05,2002-01-03T09:00:00.000,UNLAWFUL ENTRY,41.944921103,-87.654676632,BURGLARY,2002
2940,,03,2002-01-03T19:10:00.000,ARMED: HANDGUN,41.84324155,-87.733038405,ROBBERY,2002
2941,,03,2002-01-03T23:00:00.000,ATTEMPT: ARMED-KNIFE/CUT INSTR,41.796899162,-87.686565791,ROBBERY,2002
2942,,14,2002-01-01T16:20:00.000,TO PROPERTY,41.774407354,-87.604576903,CRIMINAL DAMAGE,2002
2943,,04B,2002-01-02T11:59:36.000,AGGRAVATED PO: OTHER DANG WEAP,41.849161144,-87.696393604,BATTERY,2002
2944,,07,2002-01-02T20:00:00.000,"ATT: TRUCK, BUS, MOTOR HOME",41.782951712,-87.604362828,MOTOR VEHICLE THEFT,2002
2945,,04B,2002-01-03T06:50:00.000,AGGRAVATED: OTHER DANG WEAPON,41.939299763,-87.711651151,BATTERY,2002
2946,,06,2002-01-02T15:25:00.000,$500 AND UNDER,41.808634077,-87.645527495,THEFT,2002
2947,,08B,2002-01-04T20:51:54.000,SIMPLE,41.778554273,-87.73164393,BATTERY,2002
2948,,08B,2002-01-02T23:05:00.000,SIMPLE,41.785066342,-87.643267785,BATTERY,2002
2949,,14,2002-01-04T00:30:00.000,TO VEHICLE,41.727027423,-87.58669327,CRIMINAL DAMAGE,2002
2950,,14,2002-01-01T21:20:00.000,TO PROPERTY,41.9101204,-87.706100347,CRIMINAL DAMAGE,2002
2951,,08B,2002-01-03T23:20:00.000,SIMPLE,41.896685215,-87.764163108,BATTERY,2002
2952,,06,2002-01-03T16:30:00.000,OVER $500,41.871676335,-87.663345939,THEFT,2002
2953,,26,2002-01-01T18:50:00.000,OTHER VEHICLE OFFENSE,41.907100958,-87.68959485,OTHER OFFENSE,2002
2954,,06,2002-01-03T17:00:00.000,$500 AND UNDER,41.909545981,-87.752358893,THEFT,2002
2955,,06,2002-01-03T12:40:00.000,$500 AND UNDER,41.896010965,-87.624279065,THEFT,2002
2956,,06,2002-01-05T00:45:00.000,$500 AND UNDER,41.744344492,-87.575034294,THEFT,2002
2957,,08B,2002-01-03T20:00:00.000,SIMPLE,41.855860514,-87.674134053,BATTERY,2002
2958,,14,2002-01-03T15:06:00.000,TO PROPERTY,41.945306663,-87.742804311,CRIMINAL DAMAGE,2002
2959,,14,2002-01-04T16:35:00.000,TO PROPERTY,41.8910671,-87.628046859,CRIMINAL DAMAGE,2002
2960,,06,2002-01-03T18:00:00.000,OVER $500,41.708458401,-87.610141799,THEFT,2002
2961,,08A,2002-01-03T18:40:00.000,SIMPLE,41.786092397,-87.651026559,ASSAULT,2002
2962,,08B,2002-01-03T07:12:17.000,SIMPLE,41.711604906,-87.639314808,BATTERY,2002
2963,,06,2002-01-03T16:40:11.000,OVER $500,41.886815464,-87.628361716,THEFT,2002
2964,,06,2002-01-03T20:45:00.000,$500 AND UNDER,41.993123649,-87.701916463,THEFT,2002
2965,,07,2002-01-02T15:00:00.000,AUTOMOBILE,41.926373923,-87.720224903,MOTOR VEHICLE THEFT,2002
2966,,06,2002-01-03T15:55:00.000,$500 AND UNDER,41.754592961,-87.741528537,THEFT,2002
2967,,26,2002-01-02T10:00:00.000,TELEPHONE THREAT,41.946207486,-87.740281691,OTHER OFFENSE,2002
2968,,14,2002-01-03T13:35:00.000,TO VEHICLE,41.721325872,-87.620580034,CRIMINAL DAMAGE,2002
2969,,08B,2002-01-01T04:00:20.000,SIMPLE,41.808453749,-87.619567373,BATTERY,2002
2970,,14,2002-01-02T19:25:00.000,TO VEHICLE,41.894945957,-87.75494476,CRIMINAL DAMAGE,2002
2971,,14,2002-01-01T14:40:00.000,TO PROPERTY,41.774582702,-87.598500258,CRIMINAL DAMAGE,2002
2972,,06,2002-01-03T11:55:00.000,$500 AND UNDER,41.997572266,-87.698980921,THEFT,2002
2973,,08B,2002-01-03T16:20:00.000,SIMPLE,41.886544212,-87.76340479,BATTERY,2002
2974,,08B,2002-01-03T02:30:00.000,SIMPLE,41.918464791,-87.769433294,BATTERY,2002
2975,,06,2002-01-01T03:00:00.000,OVER $500,41.90317204,-87.628960576,THEFT,2002
2976,,03,2002-01-01T12:44:31.000,ARMED: HANDGUN,41.909740607,-87.73732396,ROBBERY,2002
2977,,06,2002-01-03T14:34:00.000,$500 AND UNDER,41.864493678,-87.639158,THEFT,2002
2978,,08B,2002-01-01T03:53:00.000,SIMPLE,41.928340591,-87.709857667,BATTERY,2002
2979,,05,2002-01-02T02:00:00.000,UNLAWFUL ENTRY,41.759655503,-87.563154726,BURGLARY,2002
2980,,06,2002-01-03T16:55:00.000,$500 AND UNDER,41.881951992,-87.633185359,THEFT,2002
2981,,07,2002-01-04T16:30:00.000,AUTOMOBILE,41.785235306,-87.604417627,MOTOR VEHICLE THEFT,2002
2982,,26,2002-01-04T03:24:55.000,ENDANGERING LIFE/HEALTH CHILD,41.849088962,-87.711262783,OFFENSE INVOLVING CHILDREN,2002
2983,,06,2002-01-01T21:00:00.000,OVER $500,41.96595093,-87.727964444,THEFT,2002
2984,,03,2002-01-01T02:45:00.000,ARMED: HANDGUN,41.766727775,-87.5714204,ROBBERY,2002
2985,,26,2002-01-03T01:30:00.000,TELEPHONE THREAT,41.748407252,-87.67398121,OTHER OFFENSE,2002
2986,,26,2002-01-03T00:35:00.000,TELEPHONE THREAT,41.861808491,-87.728712818,OTHER OFFENSE,2002
2987,,08B,2002-01-04T18:50:11.000,SIMPLE,41.877481507,-87.677319464,BATTERY,2002
2988,,08B,2002-01-01T08:00:00.000,SIMPLE,41.907335593,-87.68837284,BATTERY,2002
2989,,06,2002-01-05T04:00:00.000,$500 AND UNDER,41.91000536,-87.715759913,THEFT,2002
2990,,10,2002-01-01T13:26:26.000,COUNTERFEITING DOCUMENT,41.794893197,-87.630521478,DECEPTIVE PRACTICE,2002
2991,,14,2002-01-01T00:05:00.000,TO PROPERTY,42.022522354,-87.67127443,CRIMINAL DAMAGE,2002
2992,,14,2002-01-03T16:00:00.000,TO PROPERTY,41.892571811,-87.621959165,CRIMINAL DAMAGE,2002
2993,,06,2002-01-03T14:50:00.000,OVER $500,41.823029919,-87.681661816,THEFT,2002
2994,,08A,2002-01-03T17:15:00.000,SIMPLE,41.75035324,-87.663590235,ASSAULT,2002
2995,,07,2002-01-02T12:58:27.000,"TRUCK, BUS, MOTOR HOME",41.688710126,-87.663559996,MOTOR VEHICLE THEFT,2002
2996,,14,2002-01-03T05:30:00.000,TO PROPERTY,41.786258092,-87.702590037,CRIMINAL DAMAGE,2002
2997,,15,2002-01-02T23:34:00.000,UNLAWFUL POSS OF HANDGUN,41.869691442,-87.627477823,WEAPONS VIOLATION,2002
2998,,14,2002-01-04T01:00:00.000,TO VEHICLE,42.010976521,-87.670139428,CRIMINAL DAMAGE,2002
2999,,04A,2002-01-01T15:15:00.000,AGGRAVATED: OTHER DANG WEAPON,41.854947952,-87.674356322,ASSAULT,2002
3000,,08B,2002-01-01T10:02:38.000,SIMPLE,41.75957706,-87.605422785,BATTERY,2002
3001,,08B,2002-01-04T08:15:00.000,SIMPLE,41.782677169,-87.698672615,BATTERY,2002
3002,,14,2002-01-03T13:45:00.000,TO PROPERTY,41.990696293,-87.800077747,CRIMINAL DAMAGE,2002
3003,,11,2002-01-03T12:00:00.000,FRAUD OR CONFIDENCE GAME,41.722445994,-87.577280883,DECEPTIVE PRACTICE,2002
3004,,26,2002-01-01T14:00:00.000,OTHER VEHICLE OFFENSE,41.720377881,-87.593044927,OTHER OFFENSE,2002
3005,,26,2002-01-04T18:15:00.000,TELEPHONE THREAT,41.69904684,-87.607328828,OTHER OFFENSE,2002
3006,,18,2002-01-01T20:10:00.000,POSS: CRACK,41.881040943,-87.699830035,NARCOTICS,2002
3007,,26,2002-01-04T10:43:39.000,BOMB THREAT,41.748734863,-87.591773761,PUBLIC PEACE VIOLATION,2002
3008,,14,2002-01-03T15:30:00.000,TO PROPERTY,41.763590985,-87.705238608,CRIMINAL DAMAGE,2002
3009,,26,2002-01-05T02:30:00.000,TELEPHONE THREAT,41.771538016,-87.626733009,OTHER OFFENSE,2002
3010,,26,2002-01-01T20:45:18.000,TO STATE SUP LAND,41.811762307,-87.628286589,CRIMINAL TRESPASS,2002
3011,,26,2002-01-03T13:38:04.000,TO STATE SUP LAND,41.862011728,-87.69378445,CRIMINAL TRESPASS,2002
3012,,08B,2002-01-05T00:15:00.000,SIMPLE,41.760150237,-87.688016186,BATTERY,2002
3013,,03,2002-01-02T12:41:53.000,ARMED: HANDGUN,41.820921514,-87.628541987,ROBBERY,2002
3014,,06,2002-01-01T15:00:00.000,$500 AND UNDER,41.93588986,-87.649123473,THEFT,2002
3015,,20,2002-01-02T20:00:00.000,CHILD ABUSE,41.994698718,-87.688569381,OFFENSE INVOLVING CHILDREN,2002
3016,,08B,2002-01-04T01:15:00.000,SIMPLE,41.778753822,-87.716489217,BATTERY,2002
3017,,04B,2002-01-03T00:30:00.000,AGGRAVATED: HANDGUN,41.873578134,-87.764614167,BATTERY,2002
3018,,08A,2002-01-03T15:15:00.000,SIMPLE,41.814396114,-87.70374836,ASSAULT,2002
3019,,14,2002-01-03T17:36:05.000,TO VEHICLE,41.854984452,-87.671635992,CRIMINAL DAMAGE,2002
3020,,26,2002-01-02T15:14:06.000,TO LAND,41.817597349,-87.623057324,CRIMINAL TRESPASS,2002
3021,,05,2002-01-03T00:02:47.000,FORCIBLE ENTRY,41.941936793,-87.688241118,BURGLARY,2002
3022,,14,2002-01-04T00:30:00.000,TO VEHICLE,41.847665756,-87.703903062,CRIMINAL DAMAGE,2002
3023,,08B,2002-01-03T19:15:00.000,SIMPLE,41.767160003,-87.635120381,BATTERY,2002
3024,,03,2002-01-01T06:45:00.000,STRONGARM - NO WEAPON,41.830123184,-87.693254372,ROBBERY,2002
3025,,06,2002-01-03T15:00:00.000,OVER $500,41.751474082,-87.549260561,THEFT,2002
3026,,26,2002-01-01T19:35:00.000,TO STATE SUP LAND,41.903662214,-87.646455447,CRIMINAL TRESPASS,2002
3027,,06,2002-01-02T21:00:00.000,$500 AND UNDER,41.926679436,-87.691760932,THEFT,2002
3028,,06,2002-01-03T17:30:00.000,OVER $500,41.912888842,-87.708527456,THEFT,2002
3029,,06,2002-01-03T15:00:00.000,$500 AND UNDER,41.736458248,-87.585638764,THEFT,2002
3030,,07,2002-01-02T18:00:00.000,THEFT/RECOVERY: AUTOMOBILE,41.814867272,-87.695632992,MOTOR VEHICLE THEFT,2002
3031,,09,2002-01-02T00:04:29.000,BY FIRE,41.880048593,-87.753540513,ARSON,2002
3032,,05,2002-01-03T12:00:00.000,UNLAWFUL ENTRY,41.876749023,-87.747937636,BURGLARY,2002
3033,,26,2002-01-03T09:00:00.000,OTHER VEHICLE OFFENSE,41.778006938,-87.60833439,OTHER OFFENSE,2002
3034,,08A,2002-01-03T00:15:00.000,SIMPLE,41.872274452,-87.764581664,ASSAULT,2002
3035,,10,2002-01-03T14:30:00.000,COUNTERFEIT CHECK,41.830641983,-87.654094502,DECEPTIVE PRACTICE,2002
3036,,06,2002-01-03T16:19:59.000,$500 AND UNDER,41.978991238,-87.659941972,THEFT,2002
3037,,06,2002-01-01T12:00:00.000,$500 AND UNDER,41.933874847,-87.766335377,THEFT,2002
3038,,05,2002-01-02T20:09:24.000,FORCIBLE ENTRY,41.91325165,-87.748761512,BURGLARY,2002
3039,,06,2002-01-02T13:15:00.000,$500 AND UNDER,41.910112896,-87.633112827,THEFT,2002
3040,,14,2002-01-04T04:15:00.000,TO PROPERTY,41.813841022,-87.747168216,CRIMINAL DAMAGE,2002
3041,,14,2002-01-03T21:04:00.000,TO PROPERTY,41.780581461,-87.589929392,CRIMINAL DAMAGE,2002
3042,,05,2002-01-03T14:00:00.000,FORCIBLE ENTRY,41.703846159,-87.668939945,BURGLARY,2002
3043,,08B,2002-01-03T12:57:00.000,SIMPLE,41.701019108,-87.641435357,BATTERY,2002
3044,,14,2002-01-04T00:21:28.000,TO VEHICLE,41.887208258,-87.667032452,CRIMINAL DAMAGE,2002
3045,,11,2002-01-03T17:00:00.000,BOGUS CHECK,41.974073091,-87.690483809,DECEPTIVE PRACTICE,2002
3046,,06,2002-01-03T19:45:00.000,$500 AND UNDER,41.754592961,-87.741528537,THEFT,2002
3047,,05,2002-01-03T13:30:00.000,FORCIBLE ENTRY,41.894034198,-87.680587929,BURGLARY,2002
3048,,08B,2002-01-01T19:33:19.000,SIMPLE,41.829879483,-87.612291851,BATTERY,2002
3049,,03,2002-01-03T20:05:00.000,ARMED:KNIFE/CUTTING INSTRUMENT,41.796809406,-87.664658051,ROBBERY,2002
3050,,05,2002-01-02T09:36:26.000,UNLAWFUL ENTRY,41.893454941,-87.617020399,BURGLARY,2002
3051,,08B,2002-01-01T03:18:01.000,SIMPLE,41.80836683,-87.622810838,BATTERY,2002
3052,,18,2002-01-01T21:45:00.000,POSS: CANNABIS 30GMS OR LESS,41.773162011,-87.680913074,NARCOTICS,2002
3053,,06,2002-01-03T21:00:00.000,$500 AND UNDER,41.813604309,-87.702483217,THEFT,2002
3054,,07,2002-01-03T16:30:00.000,AUTOMOBILE,41.845256252,-87.716030672,MOTOR VEHICLE THEFT,2002
3055,,04A,2002-01-03T23:00:00.000,AGGRAVATED: HANDGUN,41.733540074,-87.55978842,ASSAULT,2002
3056,,08B,2002-01-01T02:50:00.000,SIMPLE,41.886815464,-87.628361716,BATTERY,2002
3057,,08A,2002-01-03T09:00:00.000,SIMPLE,42.00138207,-87.664330506,ASSAULT,2002
3058,,14,2002-01-03T14:23:54.000,TO PROPERTY,41.90415763,-87.747220799,CRIMINAL DAMAGE,2002
3059,,06,2002-01-02T11:00:00.000,OVER $500,41.897895128,-87.624096605,THEFT,2002
3060,,04B,2002-01-01T01:02:07.000,AGGRAVATED: HANDGUN,41.719506128,-87.620537873,BATTERY,2002
3061,,05,2002-01-03T09:11:16.000,UNLAWFUL ENTRY,41.802987991,-87.625914441,BURGLARY,2002
3062,,08B,2002-01-03T16:31:42.000,SIMPLE,41.822697439,-87.610934264,BATTERY,2002
3063,,06,2002-01-02T08:30:00.000,$500 AND UNDER,41.766271718,-87.651716805,THEFT,2002
3064,,06,2002-01-03T08:30:00.000,OVER $500,41.900666632,-87.619639652,THEFT,2002
