,community_area,fbi_code,date,description,latitude,longitude,primary_type,year
2289,67,11,2018-11-02T08:00:00.000,CREDIT CARD FRAUD,41.789567141,-87.671751804,DECEPTIVE PRACTICE,2018
2290,30,08B,2018-12-03T15:28:00.000,DOMESTIC BATTERY SIMPLE,41.851194674,-87.708893299,BATTERY,2018
2291,44,08A,2018-11-30T07:24:00.000,SIMPLE,41.750940757,-87.625185222,ASSAULT,2018
2292,32,04B,2018-11-29T13:20:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.876493842,-87.626044379,BATTERY,2018
2293,76,14,2018-11-12T14:38:00.000,TO VEHICLE,41.973290775,-87.863088979,CRIMINAL DAMAGE,2018
2294,67,26,2018-11-04T07:48:00.000,SEX OFFENDER: FAIL TO REGISTER,41.788416273,-87.658368623,OTHER OFFENSE,2018
2295,2,03,2018-10-25T16:30:00.000,ATTEMPT: STRONGARM-NO WEAPON,41.987362912,-87.702293402,ROBBERY,2018
2296,47,20,2018-09-14T08:40:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.726883704,-87.599743769,OFFENSE INVOLVING CHILDREN,2018
2297,32,13,2018-08-01T20:20:00.000,STOLEN PROP: BUY/RECEIVE/POS.,41.873883785,-87.624218932,DECEPTIVE PRACTICE,2018
2298,61,03,2018-05-31T13:19:00.000,STRONGARM - NO WEAPON,41.800967148,-87.642880822,ROBBERY,2018
2299,31,15,2018-02-27T14:27:00.000,RECKLESS FIREARM DISCHARGE,41.852643823,-87.683207575,WEAPONS VIOLATION,2018
2300,22,26,2018-12-05T16:45:00.000,TO RESIDENCE,,,CRIMINAL TRESPASS,2018
2301,12,10,2018-12-11T09:00:00.000,COUNTERFEIT CHECK,,,DECEPTIVE PRACTICE,2018
2302,33,06,2018-01-23T00:00:00.000,$500 AND UNDER,,,THEFT,2018
2303,74,06,2018-10-25T16:48:00.000,OVER $500,,,THEFT,2018
2304,43,11,2018-07-29T11:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2305,25,11,2018-09-01T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2306,47,07,2018-12-25T20:00:00.000,THEFT/RECOVERY: AUTOMOBILE,,,MOTOR VEHICLE THEFT,2018
2307,74,26,2018-10-14T09:00:00.000,OTHER CRIME AGAINST PERSON,,,OTHER OFFENSE,2018
2308,29,26,2018-07-24T00:00:00.000,TELEPHONE THREAT,,,OTHER OFFENSE,2018
2309,29,03,2018-12-23T20:00:00.000,ARMED: HANDGUN,41.865333633,-87.733712889,ROBBERY,2018
2310,23,08B,2018-12-13T15:25:00.000,SIMPLE,41.890030854,-87.709815329,BATTERY,2018
2311,29,03,2018-12-11T18:29:00.000,STRONGARM - NO WEAPON,41.854010712,-87.724822014,ROBBERY,2018
2312,22,07,2018-11-26T17:50:00.000,AUTOMOBILE,41.924641988,-87.714027656,MOTOR VEHICLE THEFT,2018
2313,66,04B,2018-11-16T12:45:00.000,AGG: HANDS/FIST/FEET SERIOUS INJURY,41.764688313,-87.683942326,BATTERY,2018
2314,61,04B,2018-10-04T18:10:00.000,AGGRAVATED: OTHER DANG WEAPON,41.808526552,-87.67255813,BATTERY,2018
2315,44,02,2018-08-16T20:21:00.000,NON-AGGRAVATED,41.75048339,-87.599101334,CRIM SEXUAL ASSAULT,2018
2316,69,04B,2018-07-18T20:04:00.000,AGGRAVATED: HANDGUN,41.753129887,-87.603564264,BATTERY,2018
2317,49,06,2018-03-30T03:34:00.000,OVER $500,41.717145698,-87.620487037,THEFT,2018
2318,66,11,2018-12-21T00:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2319,19,11,2018-01-28T15:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2320,61,11,2018-12-26T00:01:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
2321,1,11,2018-12-24T12:05:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2322,51,11,2018-10-11T00:00:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
2323,25,11,2018-12-19T04:15:00.000,ILLEGAL USE CASH CARD,,,DECEPTIVE PRACTICE,2018
2324,43,11,2018-12-26T14:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
2325,19,11,2018-12-24T00:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
2326,25,11,2018-01-31T20:25:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2327,23,06,2018-11-24T00:00:00.000,FROM BUILDING,,,THEFT,2018
2328,31,06,2018-11-01T08:00:00.000,FROM BUILDING,,,THEFT,2018
2329,8,06,2018-12-07T12:00:00.000,OVER $500,,,THEFT,2018
2330,70,11,2018-01-04T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2331,70,14,2018-12-28T10:07:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2018
2332,75,06,2018-11-03T08:00:00.000,OVER $500,,,THEFT,2018
2333,31,14,2018-12-16T21:00:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2018
2334,74,06,2018-12-10T14:00:00.000,OVER $500,,,THEFT,2018
2335,11,10,2018-12-25T13:00:00.000,FORGERY,,,DECEPTIVE PRACTICE,2018
2336,22,14,2018-11-20T16:15:00.000,TO VEHICLE,,,CRIMINAL DAMAGE,2018
2337,67,11,2018-12-24T12:00:00.000,FINAN EXPLOIT-ELDERLY/DISABLED,,,DECEPTIVE PRACTICE,2018
2338,46,26,2018-10-01T00:01:00.000,HARASSMENT BY TELEPHONE,,,OTHER OFFENSE,2018
2339,20,06,2018-12-02T09:00:00.000,$500 AND UNDER,,,THEFT,2018
2340,25,18,2018-01-28T16:00:00.000,POSS: CANNABIS 30GMS OR LESS,,,NARCOTICS,2018
2341,32,26,2018-12-31T22:35:00.000,TO LAND,41.875272573,-87.624251314,CRIMINAL TRESPASS,2018
2342,45,18,2018-12-24T13:00:00.000,ALTER/FORGE PRESCRIPTION,41.736930377,-87.584391221,NARCOTICS,2018
2343,25,11,2018-12-23T00:01:00.000,ILLEGAL USE CASH CARD,41.887134934,-87.772466945,DECEPTIVE PRACTICE,2018
2344,6,03,2018-12-24T19:45:00.000,STRONGARM - NO WEAPON,41.94426682,-87.649394139,ROBBERY,2018
2345,3,18,2018-12-13T16:40:00.000,ALTER/FORGE PRESCRIPTION,41.963070794,-87.655984213,NARCOTICS,2018
2346,26,18,2018-12-18T09:00:00.000,ALTER/FORGE PRESCRIPTION,41.871442365,-87.725365328,NARCOTICS,2018
2347,66,20,2018-12-02T00:01:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.771623104,-87.706161048,OFFENSE INVOLVING CHILDREN,2018
2348,32,17,2018-12-20T02:45:00.000,PUBLIC INDECENCY,41.882381731,-87.629412971,SEX OFFENSE,2018
2349,28,02,2018-11-17T18:00:00.000,NON-AGGRAVATED,41.867191823,-87.644261358,CRIM SEXUAL ASSAULT,2018
2350,67,26,2018-11-15T16:09:00.000,HARASSMENT BY ELECTRONIC MEANS,41.784431508,-87.660698393,OTHER OFFENSE,2018
2351,70,11,2018-11-04T15:15:00.000,FRAUD OR CONFIDENCE GAME,41.748060338,-87.741302702,DECEPTIVE PRACTICE,2018
2352,31,06,2018-09-20T12:50:00.000,OVER $500,41.857307384,-87.644778606,THEFT,2018
2353,42,11,2018-07-23T13:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,41.776103256,-87.598534227,DECEPTIVE PRACTICE,2018
2354,28,06,2018-07-31T12:00:00.000,$500 AND UNDER,41.881093625,-87.649678989,THEFT,2018
2355,12,12,2018-05-24T09:00:00.000,EMBEZZLEMENT,41.989896641,-87.748572068,DECEPTIVE PRACTICE,2018
2356,25,15,2018-01-12T17:40:00.000,UNLAWFUL POSS OF HANDGUN,41.878460552,-87.755893934,WEAPONS VIOLATION,2018
2357,58,11,2018-09-01T00:01:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2358,8,11,2018-07-17T08:35:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2359,23,11,2018-12-26T08:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2360,71,26,2018-12-31T12:00:00.000,OTHER VEHICLE OFFENSE,,,OTHER OFFENSE,2018
2361,44,06,2018-12-20T14:30:00.000,OVER $500,,,THEFT,2018
2362,22,11,2018-12-10T17:05:00.000,"THEFT BY LESSEE,MOTOR VEH",,,DECEPTIVE PRACTICE,2018
2363,24,06,2018-09-24T17:37:00.000,FROM BUILDING,,,THEFT,2018
2364,33,06,2018-12-09T17:30:00.000,PURSE-SNATCHING,,,THEFT,2018
2365,9,06,2018-12-23T19:00:00.000,FROM BUILDING,,,THEFT,2018
2366,73,11,2018-08-11T12:00:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
2367,22,11,2018-12-13T12:00:00.000,"THEFT BY LESSEE,MOTOR VEH",,,DECEPTIVE PRACTICE,2018
2368,68,11,2018-12-24T10:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
2369,31,10,2018-08-29T12:00:00.000,FORGERY,,,DECEPTIVE PRACTICE,2018
2370,21,20,2018-12-17T12:05:00.000,AGG CRIM SEX ABUSE FAM MEMBER,,,OFFENSE INVOLVING CHILDREN,2018
2371,75,04B,2018-12-17T18:45:00.000,AGGRAVATED: OTHER DANG WEAPON,,,BATTERY,2018
2372,41,06,2018-08-21T10:00:00.000,FROM BUILDING,,,THEFT,2018
2373,12,11,2018-07-01T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2374,68,20,2018-04-01T00:01:00.000,AGG CRIM SEX ABUSE FAM MEMBER,41.771482454,-87.633346875,OFFENSE INVOLVING CHILDREN,2018
2375,8,06,2018-12-29T18:30:00.000,OVER $500,41.910121292,-87.638560993,THEFT,2018
2376,7,05,2018-12-27T05:30:00.000,FORCIBLE ENTRY,41.918044269,-87.65747835,BURGLARY,2018
2377,8,06,2018-12-28T15:50:00.000,OVER $500,41.887966168,-87.634790696,THEFT,2018
2378,29,03,2018-12-21T10:30:00.000,STRONGARM - NO WEAPON,41.85384608,-87.715063469,ROBBERY,2018
2379,44,26,2018-11-30T14:30:00.000,TO RESIDENCE,41.744943872,-87.626874442,CRIMINAL TRESPASS,2018
2380,23,17,2018-11-17T02:15:00.000,AGG CRIMINAL SEXUAL ABUSE,41.897851784,-87.71639126,SEX OFFENSE,2018
2381,49,11,2018-10-24T14:53:00.000,THEFT OF LOST/MISLAID PROP,41.721763579,-87.621685103,DECEPTIVE PRACTICE,2018
2382,53,26,2018-07-10T09:18:00.000,SEX OFFENDER: FAIL TO REGISTER,41.684733877,-87.633669246,OTHER OFFENSE,2018
2383,71,02,2018-06-28T02:00:00.000,SEX ASSLT OF CHILD BY FAM MBR,41.749556675,-87.647650005,OFFENSE INVOLVING CHILDREN,2018
2384,34,08B,2018-06-26T08:33:00.000,DOMESTIC BATTERY SIMPLE,41.824547416,-87.633147064,BATTERY,2018
2385,23,05,2018-04-09T01:05:00.000,FORCIBLE ENTRY,41.895422368,-87.720348395,BURGLARY,2018
2386,45,08B,2018-01-21T23:00:00.000,SIMPLE,41.747393001,-87.585438607,BATTERY,2018
2387,24,11,2018-11-26T09:00:00.000,ILLEGAL USE CASH CARD,,,DECEPTIVE PRACTICE,2018
2388,26,20,2018-09-24T10:31:00.000,AGG CRIM SEX ABUSE FAM MEMBER,,,OFFENSE INVOLVING CHILDREN,2018
2389,19,11,2018-12-17T13:07:00.000,BOGUS CHECK,,,DECEPTIVE PRACTICE,2018
2390,21,11,2018-12-18T09:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2391,77,06,2018-09-28T08:00:00.000,$500 AND UNDER,,,THEFT,2018
2392,61,10,2018-03-16T09:00:00.000,COUNTERFEIT CHECK,,,DECEPTIVE PRACTICE,2018
2393,61,11,2018-10-01T00:01:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2394,15,26,2018-12-20T05:00:00.000,TO LAND,,,CRIMINAL TRESPASS,2018
2395,28,06,2018-12-27T09:10:00.000,OVER $500,,,THEFT,2018
2396,8,06,2018-10-20T17:00:00.000,FROM BUILDING,,,THEFT,2018
2397,27,11,2018-11-30T00:00:00.000,AGGRAVATED FINANCIAL IDENTITY THEFT,,,DECEPTIVE PRACTICE,2018
2398,32,11,2018-06-28T09:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2399,28,09,2018-12-24T18:00:00.000,BY FIRE,41.881183104,-87.68498211,ARSON,2018
2400,38,05,2018-11-29T05:00:00.000,FORCIBLE ENTRY,,,BURGLARY,2018
2401,43,10,2018-12-26T10:00:00.000,COUNTERFEIT CHECK,,,DECEPTIVE PRACTICE,2018
2402,3,11,2018-11-19T00:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2403,19,11,2018-11-27T12:00:00.000,"THEFT BY LESSEE,MOTOR VEH",,,DECEPTIVE PRACTICE,2018
2404,69,06,2018-12-29T12:00:00.000,OVER $500,41.769070498,-87.626668445,THEFT,2018
2405,26,11,2018-12-28T08:00:00.000,ILLEGAL USE CASH CARD,41.881858277,-87.724091496,DECEPTIVE PRACTICE,2018
2406,39,04A,2018-12-29T20:42:00.000,AGGRAVATED: HANDGUN,41.810771096,-87.595860248,ASSAULT,2018
2407,70,10,2018-09-25T19:37:00.000,FORGERY,41.773414186,-87.666521473,DECEPTIVE PRACTICE,2018
2408,3,11,2018-12-21T14:30:00.000,CREDIT CARD FRAUD,41.965911528,-87.65886264,DECEPTIVE PRACTICE,2018
2409,40,04B,2018-12-24T05:00:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,41.80158649,-87.619394194,BATTERY,2018
2410,62,11,2018-12-21T19:11:00.000,ILLEGAL USE CASH CARD,41.790549184,-87.719122714,DECEPTIVE PRACTICE,2018
2411,32,11,2018-12-17T19:00:00.000,ILLEGAL USE CASH CARD,41.881790794,-87.624355516,DECEPTIVE PRACTICE,2018
2412,25,11,2018-12-07T08:00:00.000,ILLEGAL USE CASH CARD,41.872904542,-87.758301167,DECEPTIVE PRACTICE,2018
2413,28,11,2018-09-10T00:00:00.000,ILLEGAL USE CASH CARD,41.876959088,-87.686332007,DECEPTIVE PRACTICE,2018
2414,44,11,2018-12-17T09:00:00.000,ILLEGAL USE CASH CARD,41.74490536,-87.617988762,DECEPTIVE PRACTICE,2018
2415,23,02,2018-12-12T12:00:00.000,AGGRAVATED: OTHER,41.892591259,-87.717448236,CRIM SEXUAL ASSAULT,2018
2416,11,11,2018-12-12T00:00:00.000,ILLEGAL USE CASH CARD,41.980150863,-87.764737086,DECEPTIVE PRACTICE,2018
2417,29,11,2018-07-07T10:00:00.000,ILLEGAL USE CASH CARD,41.860028198,-87.710363846,DECEPTIVE PRACTICE,2018
2418,54,17,2018-01-01T00:00:00.000,AGG CRIMINAL SEXUAL ABUSE,41.653446938,-87.608635166,SEX OFFENSE,2018
2419,25,11,2018-12-06T09:00:00.000,ILLEGAL USE CASH CARD,41.900439056,-87.753683014,DECEPTIVE PRACTICE,2018
2420,31,11,2018-12-05T12:54:00.000,ILLEGAL USE CASH CARD,41.850202466,-87.658644419,DECEPTIVE PRACTICE,2018
2421,42,04A,2018-12-03T15:46:00.000,AGGRAVATED: HANDGUN,41.783818566,-87.588480364,ASSAULT,2018
2422,29,08B,2018-11-14T11:16:00.000,DOMESTIC BATTERY SIMPLE,41.851505828,-87.727536202,BATTERY,2018
2423,3,05,2018-10-28T15:00:00.000,UNLAWFUL ENTRY,41.974295238,-87.673053912,BURGLARY,2018
2424,20,20,2018-10-02T00:00:00.000,CRIM SEX ABUSE BY FAM MEMBER,41.917965602,-87.729024425,OFFENSE INVOLVING CHILDREN,2018
2425,28,04A,2018-10-01T22:35:00.000,AGGRAVATED: HANDGUN,41.883946038,-87.682464349,ASSAULT,2018
2426,29,11,2018-09-18T18:35:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,41.867358043,-87.700813226,DECEPTIVE PRACTICE,2018
2427,22,11,2018-09-09T19:36:00.000,FRAUD OR CONFIDENCE GAME,41.931138327,-87.697596282,DECEPTIVE PRACTICE,2018
2428,28,04B,2018-09-14T23:50:00.000,AGGRAVATED: HANDGUN,41.874112944,-87.670865933,BATTERY,2018
2429,40,02,2018-08-11T09:00:00.000,PREDATORY,41.784786107,-87.618971947,CRIM SEXUAL ASSAULT,2018
2430,30,04B,2018-08-20T05:30:00.000,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,41.842165379,-87.703744116,BATTERY,2018
2431,1,11,2018-08-02T11:41:00.000,AGGRAVATED FINANCIAL IDENTITY THEFT,42.017107779,-87.66884662,DECEPTIVE PRACTICE,2018
2432,46,02,2018-07-16T03:10:00.000,NON-AGGRAVATED,41.739888698,-87.563621807,CRIM SEXUAL ASSAULT,2018
2433,28,04B,2018-06-10T03:15:00.000,AGGRAVATED: HANDGUN,41.865192223,-87.659687336,BATTERY,2018
2434,2,11,2018-04-26T09:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,41.991324194,-87.689695947,DECEPTIVE PRACTICE,2018
2435,61,02,2018-03-09T17:00:00.000,PREDATORY,41.807759957,-87.668589943,CRIM SEXUAL ASSAULT,2018
2436,60,20,2018-11-13T08:00:00.000,ENDANGERING LIFE/HEALTH CHILD,,,OFFENSE INVOLVING CHILDREN,2018
2437,25,14,2018-10-31T09:00:00.000,TO PROPERTY,,,CRIMINAL DAMAGE,2018
2438,19,09,2018-12-22T01:52:00.000,BY FIRE,41.929805432,-87.775918931,ARSON,2018
2439,26,06,2018-12-22T23:00:00.000,PURSE-SNATCHING,,,THEFT,2018
2440,23,02,2018-12-07T00:01:00.000,AGG SEX ASSLT OF CHILD FAM MBR,,,OFFENSE INVOLVING CHILDREN,2018
2441,17,06,2018-09-04T20:00:00.000,FROM BUILDING,,,THEFT,2018
2442,38,11,2018-12-26T00:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2443,38,05,2018-12-09T09:00:00.000,UNLAWFUL ENTRY,,,BURGLARY,2018
2444,34,08A,2018-12-01T00:01:00.000,SIMPLE,,,ASSAULT,2018
2445,72,20,2018-10-23T16:00:00.000,OTHER OFFENSE,,,OFFENSE INVOLVING CHILDREN,2018
2446,25,17,2018-10-18T13:20:00.000,CRIMINAL SEXUAL ABUSE,41.88489739,-87.766676821,SEX OFFENSE,2018
2447,39,11,2018-11-11T09:00:00.000,ILLEGAL USE CASH CARD,,,DECEPTIVE PRACTICE,2018
2448,38,06,2018-12-15T11:00:00.000,OVER $500,,,THEFT,2018
2449,77,06,2018-12-21T00:00:00.000,$500 AND UNDER,,,THEFT,2018
2450,5,01B,2018-01-06T04:10:00.000,RECKLESS HOMICIDE,41.946823083,-87.681718565,HOMICIDE,2018
2451,42,11,2018-12-02T08:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2452,69,06,2018-07-30T10:30:00.000,$500 AND UNDER,,,THEFT,2018
2453,61,06,2018-10-19T12:00:00.000,FROM BUILDING,,,THEFT,2018
2454,42,07,2018-12-04T21:00:00.000,AUTOMOBILE,,,MOTOR VEHICLE THEFT,2018
2455,49,03,2018-12-30T00:50:00.000,ARMED: HANDGUN,41.721325872,-87.620580034,ROBBERY,2018
2456,23,03,2018-12-30T11:35:00.000,ARMED: HANDGUN,41.89181302,-87.714594628,ROBBERY,2018
2457,70,06,2018-12-26T13:14:00.000,RETAIL THEFT,41.748060338,-87.741302702,THEFT,2018
2458,70,06,2018-12-22T16:13:00.000,FROM BUILDING,41.748060338,-87.741302702,THEFT,2018
2459,70,06,2018-12-16T16:13:00.000,RETAIL THEFT,41.748060338,-87.741302702,THEFT,2018
2460,58,06,2018-12-19T12:00:00.000,FROM BUILDING,41.820646175,-87.684753013,THEFT,2018
2461,67,10,2018-12-21T12:47:00.000,COUNTERFEITING DOCUMENT,41.766085746,-87.654141721,DECEPTIVE PRACTICE,2018
2462,1,03,2018-12-18T03:42:00.000,STRONGARM - NO WEAPON,42.015924314,-87.673955594,ROBBERY,2018
2463,7,05,2018-12-06T01:30:00.000,UNLAWFUL ENTRY,41.929191011,-87.665871779,BURGLARY,2018
2464,69,06,2018-11-20T15:00:00.000,$500 AND UNDER,41.765035962,-87.616852478,THEFT,2018
2465,42,06,2018-11-23T17:30:00.000,$500 AND UNDER,41.775829142,-87.610697909,THEFT,2018
2466,42,06,2018-11-07T19:00:00.000,$500 AND UNDER,41.783316167,-87.593120705,THEFT,2018
2467,5,04B,2018-11-03T00:25:00.000,AGG: HANDS/FIST/FEET SERIOUS INJURY,41.94141513,-87.677057825,BATTERY,2018
2468,43,06,2018-10-29T21:45:00.000,$500 AND UNDER,41.761893792,-87.574959656,THEFT,2018
2469,42,06,2018-10-29T13:00:00.000,$500 AND UNDER,41.776382364,-87.594556922,THEFT,2018
2470,43,06,2018-10-27T02:00:00.000,$500 AND UNDER,41.766946791,-87.57632241,THEFT,2018
2471,42,06,2018-10-24T06:00:00.000,$500 AND UNDER,41.779930114,-87.591480454,THEFT,2018
2472,43,06,2018-10-21T04:14:00.000,$500 AND UNDER,,,THEFT,2018
2473,43,06,2018-10-18T16:00:00.000,$500 AND UNDER,41.769417774,-87.569856281,THEFT,2018
2474,42,06,2018-10-18T20:30:00.000,$500 AND UNDER,41.776382364,-87.594556922,THEFT,2018
2475,42,06,2018-10-16T21:30:00.000,$500 AND UNDER,41.783709683,-87.596276769,THEFT,2018
2476,43,06,2018-10-14T05:00:00.000,$500 AND UNDER,41.76587359,-87.576294705,THEFT,2018
2477,43,06,2018-10-06T01:00:00.000,$500 AND UNDER,41.764581624,-87.561127448,THEFT,2018
2478,43,06,2018-10-02T22:00:00.000,$500 AND UNDER,41.761727593,-87.564815996,THEFT,2018
2479,42,06,2018-10-03T01:00:00.000,$500 AND UNDER,41.778871742,-87.59631384,THEFT,2018
2480,43,06,2018-10-01T14:30:00.000,$500 AND UNDER,41.764564381,-87.5630557,THEFT,2018
2481,28,11,2018-01-12T03:54:00.000,BOGUS CHECK,41.884163773,-87.686516386,DECEPTIVE PRACTICE,2018
2482,28,10,2018-07-13T20:44:00.000,COUNTERFEIT CHECK,41.884163773,-87.686516386,DECEPTIVE PRACTICE,2018
2483,28,10,2018-06-29T22:44:00.000,COUNTERFEITING DOCUMENT,41.884163773,-87.686516386,DECEPTIVE PRACTICE,2018
2484,56,05,2018-06-11T12:30:00.000,FORCIBLE ENTRY,41.810604926,-87.748129424,BURGLARY,2018
2485,27,03,2018-05-31T20:35:00.000,ATTEMPT: STRONGARM-NO WEAPON,41.872677761,-87.693626729,ROBBERY,2018
2486,22,11,2018-03-01T12:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
2487,49,11,2018-10-15T11:25:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,,,DECEPTIVE PRACTICE,2018
2488,31,08B,2018-09-15T17:00:00.000,SIMPLE,,,BATTERY,2018
2489,29,20,2018-06-01T00:00:00.000,CRIM SEX ABUSE BY FAM MEMBER,,,OFFENSE INVOLVING CHILDREN,2018
2490,30,06,2018-12-17T22:00:00.000,OVER $500,,,THEFT,2018
2491,46,17,2018-03-14T00:01:00.000,INDECENT SOLICITATION/CHILD,,,SEX OFFENSE,2018
2492,70,11,2018-12-17T09:00:00.000,CREDIT CARD FRAUD,,,DECEPTIVE PRACTICE,2018
2493,49,26,2018-09-28T12:00:00.000,OTHER CRIME AGAINST PERSON,,,OTHER OFFENSE,2018
2494,27,02,2018-04-01T20:00:00.000,NON-AGGRAVATED,,,CRIM SEXUAL ASSAULT,2018
2495,43,14,2018-12-28T00:00:00.000,TO PROPERTY,,,CRIMINAL DAMAGE,2018
2496,69,11,2018-04-04T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2497,38,06,2018-12-29T21:45:00.000,OVER $500,,,THEFT,2018
2498,28,11,2018-12-16T11:30:00.000,"THEFT BY LESSEE,MOTOR VEH",,,DECEPTIVE PRACTICE,2018
2499,28,06,2018-11-15T18:00:00.000,$500 AND UNDER,,,THEFT,2018
2500,8,02,2018-10-01T00:01:00.000,PREDATORY,,,CRIM SEXUAL ASSAULT,2018
2501,12,26,2018-10-22T00:00:00.000,TELEPHONE THREAT,,,OTHER OFFENSE,2018
2502,36,11,2018-02-22T10:21:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2503,28,26,2018-08-10T23:00:00.000,HARASSMENT BY TELEPHONE,,,OTHER OFFENSE,2018
2504,43,06,2018-12-05T08:00:00.000,$500 AND UNDER,,,THEFT,2018
2505,29,02,2018-11-30T12:00:00.000,NON-AGGRAVATED,,,CRIM SEXUAL ASSAULT,2018
2506,3,11,2018-10-31T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2507,35,06,2018-12-18T12:00:00.000,$500 AND UNDER,,,THEFT,2018
2508,19,26,2018-10-01T21:22:00.000,HARASSMENT BY ELECTRONIC MEANS,,,OTHER OFFENSE,2018
2509,49,11,2018-09-11T12:00:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,,,DECEPTIVE PRACTICE,2018
2510,46,06,2018-12-31T20:00:00.000,OVER $500,,,THEFT,2018
2511,62,11,2018-03-01T00:00:00.000,FRAUD OR CONFIDENCE GAME,,,DECEPTIVE PRACTICE,2018
2512,52,02,2018-01-01T00:01:00.000,SEX ASSLT OF CHILD BY FAM MBR,,,OFFENSE INVOLVING CHILDREN,2018
2513,25,11,2018-12-02T13:50:00.000,ILLEGAL USE CASH CARD,,,DECEPTIVE PRACTICE,2018
2514,63,08B,2018-12-29T19:00:00.000,DOMESTIC BATTERY SIMPLE,41.792919144,-87.693775007,BATTERY,2018
2515,71,02,2018-12-28T05:05:00.000,ATTEMPT NON-AGGRAVATED,41.742437013,-87.665665849,CRIM SEXUAL ASSAULT,2018
2516,16,17,2018-12-25T11:30:00.000,ATT CRIM SEXUAL ABUSE,41.951167285,-87.716513381,SEX OFFENSE,2018
2517,76,11,2018-12-12T20:42:00.000,"THEFT BY LESSEE,MOTOR VEH",41.976290414,-87.905227221,DECEPTIVE PRACTICE,2018
2518,56,03,2018-12-20T10:37:00.000,ARMED:KNIFE/CUTTING INSTRUMENT,41.807503022,-87.752284096,ROBBERY,2018
2519,33,04B,2018-12-15T21:15:00.000,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,41.855190551,-87.623871195,BATTERY,2018
2520,31,08B,2018-12-13T08:00:00.000,SIMPLE,41.852830043,-87.6783092,BATTERY,2018
2521,23,07,2018-12-11T12:30:00.000,AUTOMOBILE,41.910868734,-87.708462658,MOTOR VEHICLE THEFT,2018
2522,29,03,2018-12-11T17:30:00.000,STRONGARM - NO WEAPON,41.85384608,-87.715063469,ROBBERY,2018
2523,25,06,2018-10-18T11:00:00.000,FROM BUILDING,41.882259032,-87.763674222,THEFT,2018
